distance (m),speed (m/s)
13443,14.6944447
13445,14.9444447
13446,15.3611116
13448,15.9444456
13449,16.6111107
13451,17.75
13453,19.0000019
13455,19.6944466
13457,20
13459,20.333334
13461,20.6666679
13463,21
13466,21.5
13468,22.0833321
13470,22.6944447
13473,23.2222214
13475,23.75
13477,24.2500019
13480,24.6944447
13483,25.166666
13485,26.083334
13488,27.0277786
13491,27.6666679
13494,28.1111126
13497,28.583334
13499,29
13502,29.3888893
13506,29.7777805
13509,30.1388893
13512,30.5277786
13515,30.666666
13518,30.833334
13521,30.9999981
13524,31.166666
13527,31.333334
13531,31.5277786
13534,31.4722233
13537,31.3611107
13540,31.166666
13543,30.8611107
13546,29.833334
13549,28.3611126
13552,27.4444447
13555,27.0277786
13558,26.5833359
13560,26.083334
13563,25.5555573
13565,24.8055553
13568,23.833334
13570,22.7500019
13572,20.9722214
13574,20.1944466
13576,19.6111107
13578,19.0555553
13580,18.4722233
13582,17.583334
13584,16.7222233
13585,15.8611116
13587,14.9722223
13588,14.083334
13589,13.250001
13591,12.333334
13592,11.166667
13593,10.25
13594,9.916667
13595,9.6388893
13596,9.4444447
13597,8.9722223
13598,8.6388884
13598,8.5
13599,8.4722223
13600,8.5
13601,8.5277786
13602,8.583334
13603,8.666667
13604,9.0555563
13605,9.6388893
13606,10.1111116
13607,10.4444456
13608,10.7777777
13609,11.1388893
13610,11.5277777
13611,11.916667
13613,12.3055553
13614,12.7222223
13615,13.1666679
13617,13.6388893
13618,14.1111107
13620,14.5555563
13621,15.000001
13623,15.250001
13624,15.5277796
13626,15.8055553
13628,16.083334
13629,16.4444447
13631,17.6388893
13633,18.9444447
13635,19.8055553
13637,20.416666
13639,21.0277786
13641,21.5
13644,21.9722233
13646,22.2777786
13648,22.4722233
13650,22.6388893
13653,22.8333359
13655,23.0000019
13657,23.1666679
13660,23.333334
13662,23.4444447
13665,23.4722233
13667,23.4166679
13669,23.3888893
13672,23.375
13674,23.3611107
13676,23.3888893
13679,23.4166679
13681,23.5277805
13684,23.6944466
13686,23.916666
13689,24.1388893
13691,24.4166679
13694,24.6388893
13696,24.833334
13699,25.0555573
13701,25.166666
13704,25.1944466
13706,25.2777786
13709,25.3888912
13712,25.5
13714,25.666666
13717,25.8888912
13719,26.1388893
13722,26.416666
13725,26.6944447
13728,27.0000019
13730,27.333334
13733,27.6666679
13736,28.0277786
13739,28.4444466
13742,28.8333359
13745,29.2222252
13748,29.6388893
13751,30.0555573
13754,30.5000019
13757,30.916666
13760,31.333334
13764,31.75
13767,32.1388931
13770,32.5
13773,32.8611145
13777,33.1944466
13780,33.5
13784,33.8055573
13787,34.1111145
13791,34.6666679
13794,34.9444466
13798,35.1388893
13801,35.3611107
13805,35.5555573
13809,35.8611107
13812,36.1944427
13816,36.4722252
13820,36.7777824
13824,37.0277786
13827,37.3055573
13831,37.5833359
13835,37.8333359
13839,38.0833359
13843,38.3333359
13847,38.5833359
13851,38.8055573
13855,39.0277786
13859,39.25
13863,39.4722252
13867,39.6944466
13871,39.9166641
13875,40.1111145
13879,40.3333321
13883,40.5833359
13887,40.6111107
13891,40.6388893
13895,40.5555573
13900,40.3333321
13904,40
13908,39.6944466
13912,39.2222214
13916,38.7777786
13920,38.3888855
13923,38.0000038
13927,37.5833359
13931,37.1388893
13935,36.7222214
13938,36.2777786
13942,35.8333321
13946,35.4444427
13949,35.0833359
13953,34.7777786
13956,34.5833359
13960,34.4166679
13963,34.3611145
13967,34.4166679
13970,34.5277786
13974,34.6666679
13977,34.9166679
13981,35.1111107
13985,35.3888931
13988,35.6388931
13992,35.8888893
13995,36.1666641
13999,36.4166679
14003,36.6388931
14007,36.8888893
14010,37.1666679
14014,37.4166679
14018,37.6944427
14022,38.0000038
14026,38.2777786
14030,38.5555573
14034,38.8333359
14038,39.0833321
14042,39.3333359
14046,39.6111107
14050,39.8611107
14054,40.1388893
14058,40.3611145
14062,40.6388893
14066,40.8611145
14070,41.0555573
14075,41.2500038
14079,41.4722214
14083,41.6666679
14087,41.8611107
14092,42.0833359
14096,42.3055573
14100,42.5
14105,42.7222252
14109,42.9166679
14113,43.1111107
14118,43.2777786
14122,43.4444466
14127,43.6388931
14131,43.75
14136,43.7638893
14140,43.7777824
14144,43.6388931
14149,43.3888893
14153,43.0833359
14158,42.7500038
14162,42.3055573
14166,41.8888893
14170,41.3888893
14175,40.9166679
14179,40.4722214
14183,40.0277786
14187,39.5833321
14191,39.1666679
14195,38.7222252
14199,38.2777786
14202,37.7500038
14206,36.7777824
14210,36.3333321
14213,36.0277748
14217,35.6944427
14221,35.3888931
14224,34.9722214
14228,34.5833359
14231,34.2500038
14235,33.9444466
14238,33.6388893
14242,33.4722214
14245,33.3333321
14248,33.25
14252,33.2777786
14255,33.4166679
14259,33.5
14262,33.7222214
14265,33.8888893
14269,34.0833359
14272,34.2777786
14276,34.4166679
14279,34.5833359
14283,34.6944466
14286,34.7777786
14290,34.8611107
14294,34.8333359
14297,34.75
14301,34.6666679
14304,34.5555534
14308,34.3888893
14311,34.3333359
14315,34.2222214
14318,34.2638855
14322,34.3055534
14325,34.4722214
14329,34.7222214
14332,35.0555573
14336,35.5277786
14339,36.1111107
14343,36.3333321
14347,36.5277786
14351,36.7222214
14354,36.9722252
14358,37.2777786
14362,37.5555534
14366,37.8611107
14370,38.2222214
14374,38.5277748
14378,38.8055573
14382,39.0555611
14386,39.3333359
14390,39.6111107
14394,39.8333359
14398,40.0555534
14402,40.3055573
14406,40.3611145
14410,40.3194466
14414,40.2777786
14418,40.0833321
14422,39.8055573
14426,39.5555611
14430,39.1666679
14434,38.8055573
14438,38.4722214
14442,38.1111107
14446,37.8611107
14450,37.5555534
14453,37.3333359
14457,37.2222214
14461,37.1666679
14465,37.1944504
14469,37.3611107
14472,37.5277824
14476,37.7500038
14480,38.0555534
14484,38.5833359
14488,39.1111107
14492,39.4166679
14496,39.6388893
14500,39.8333359
14504,40.0833321
14508,40.3888931
14512,40.5833359
14517,40.7222252
14521,40.8611145
14525,41.0555573
14529,41.2222252
14533,41.6388893
14538,42.1666679
14542,42.6944427
14546,42.8333321
14551,43
14555,43.1388893
14560,43.2777786
14564,43.4444466
14568,43.7222252
14573,44.0277786
14577,44.3055573
14582,44.5555573
14586,44.8055573
14591,45.0555534
14596,45.3055573
14600,45.5833359
14605,45.8611145
14610,46.1388931
14614,46.4166679
14619,46.7222214
14624,47
14629,47.2222214
14634,47.4722252
14638,47.5555534
14643,47.6388893
14648,47.5833321
14653,47.4444466
14658,47.1944466
14662,46.8888893
14667,46.3888893
14672,45.9166679
14676,45.4166679
14681,44.8611107
14686,44.3055573
14690,43.75
14694,43.1388893
14699,42.5277786
14703,41.8888893
14707,41.2777786
14711,40.6666679
14715,40.0555534
14719,39.4722252
14723,38.8888893
14727,38.3333359
14731,37.8055573
14735,37.2222214
14739,36.5833321
14742,35.9444466
14746,35.25
14749,34.5000038
14753,33.7777786
14756,33.0833321
14759,32.3611107
14763,31.6666679
14766,31.0277786
14769,30.3611145
14772,29.7222214
14775,29.0833359
14778,28.4444466
14781,27.8055553
14783,27.1944447
14786,26.6388893
14789,26.1388893
14791,25.666666
14794,25.2777786
14796,24.8888874
14799,24.5277786
14801,24.2222233
14804,23.916666
14806,23.6111107
14809,23.4166679
14811,23.2777786
14813,23.1944447
14816,23.2777786
14818,23.4722233
14821,23.6944466
14823,24.0277786
14825,24.5000019
14828,24.8611126
14831,25.3055553
14833,25.6944447
14836,26.0555573
14839,26.3888893
14841,26.7222233
14844,27.0277786
14847,27.333334
14850,27.6666679
14852,27.9722233
14855,28.333334
14858,28.7222233
14861,29.0833359
14864,29.4166679
14867,29.7500019
14870,30.083334
14873,30.3888893
14876,30.7222233
14880,31.0555592
14883,31.3888874
14886,31.6944447
14889,32.0277786
14893,32.3333321
14896,32.6111107
14899,32.8611145
14903,33.1388893
14906,33.4166679
14909,33.6944466
14913,34
14916,34.3055534
14920,34.6111107
14923,34.8888893
14927,35.1666679
14931,35.4166679
14934,35.6944427
14938,35.9444466
14942,36.2222252
14945,36.4722252
14949,36.7222214
14953,36.9722252
14957,37.1944504
14960,37.3888893
14964,37.5833359
14968,37.7500038
14972,37.9166679
14976,38.0833359
14980,38.2777786
14984,38.4444466
14988,38.6388893
14992,38.8333359
14995,39.0000038
14999,39.1666679
15003,39.3333359
15007,39.4722252
15012,39.5833321
15016,39.75
15020,39.9166641
15024,40.0833321
15028,40.2500038
15032,40.4444466
15036,40.6388893
15040,40.8333321
15044,41.0277786
15049,41.1944466
15053,41.3888893
15057,41.5555573
15061,41.7777824
15066,41.9444427
15070,42.1388893
15074,42.3055573
15078,42.4722252
15083,42.6388893
15087,42.7777786
15091,42.9444466
15096,43.0833359
15100,43.2222252
15105,43.3611107
15109,43.5
15114,43.6388931
15118,43.75
15122,43.8333321
15127,43.9444466
15131,43.9722252
15136,43.9166679
15140,43.8611145
15145,43.6388931
15149,43.3611107
15154,43
15158,42.6111145
15162,42.1111145
15166,41.6111107
15171,41.0555573
15175,40.5
15179,39.9166641
15183,39.3055573
15187,38.75
15191,38.25
15194,37.7222214
15198,37.2222214
15202,36.75
15206,36.1666641
15209,35.5277786
15213,34.9444466
15216,34.3333359
15220,33.6666679
15223,33.1388893
15226,32.6111107
15230,31.9444447
15233,31.4166679
15236,31.25
15239,31.083334
15242,30.9444466
15245,30.8055553
15249,30.7777786
15252,30.8055553
15255,30.833334
15258,30.9999981
15261,31.1388874
15264,31.333334
15268,31.5555553
15271,31.75
15274,31.9722233
15277,32.1944427
15281,32.3888893
15284,32.6111107
15287,32.8333359
15291,32.9722252
15294,33.1666679
15297,33.3611107
15301,33.5833321
15304,33.8055573
15308,34.0833359
15311,34.3333359
15315,34.5555534
15318,34.7777786
15322,35
15325,35.2222252
15329,35.4444427
15333,35.6944427
15336,35.9722252
15340,36.2222252
15344,36.5277786
15347,36.8333359
15351,37.1388893
15355,37.4444466
15359,37.7222214
15363,38.0000038
15367,38.3055573
15371,38.6111107
15375,38.9166679
15379,39.1944466
15383,39.5
15387,39.6666679
15391,39.8055573
15395,39.9444466
15399,39.8611107
15403,39.6388893
15407,39.3888931
15411,39.0555611
15415,38.6111107
15419,38.3055573
15422,37.9444466
15426,37.6111145
15430,37.25
15434,36.9166679
15438,36.5833321
15441,36.25
15445,35.9166679
15448,35.5555573
15452,35.2222252
15456,34.8611107
15459,34.5277786
15463,34.1944427
15466,33.8611107
15469,33.5
15473,32.8888893
15476,32.5833359
15479,32.3611107
15483,32.1388931
15486,31.8888912
15489,31.5555553
15492,31.1388874
15495,30.6388893
15498,30.166666
15502,30.0277786
15505,29.9166698
15508,29.833334
15511,29.7500019
15514,29.6944447
15517,29.7222214
15520,29.6944447
15523,29.6111088
15526,29.5555573
15529,29.5277767
15532,29.5185165
15535,29.5092602
15538,29.5000019
15541,29.5277767
15544,29.5555573
15547,29.583334
15550,29.6111088
15553,29.6666698
15556,29.6944447
15559,29.7500019
15562,29.7777805
15565,29.8888893
15568,29.9722214
15571,30.0555573
15574,30.166666
15577,30.2777786
15580,30.4722214
15583,30.7500019
15587,30.9999981
15590,31.25
15593,31.5555553
15596,31.7777786
15599,32
15603,32.1944427
15606,32.3333321
15609,32.4444427
15613,32.5833359
15616,32.7222252
15619,32.8333359
15623,32.9166679
15626,33
15629,33.0833321
15633,33.1388893
15636,33.2222214
15639,33.2777786
15643,33.3333321
15646,33.3888893
15650,33.4444466
15653,33.5555573
15657,33.6666679
15660,33.8055573
15663,34.0277786
15667,34.3611145
15670,34.6666679
15674,34.9722214
15678,35.3333359
15681,35.6111107
15685,35.9444466
15689,36.2222252
15692,36.3888893
15696,36.5277786
15700,36.5
15703,36.4722252
15707,36.3333321
15711,36.0833359
15714,35.75
15718,35.4166679
15722,34.9722214
15725,34.5277786
15729,34.0277786
15732,33.5277786
15735,33.0555573
15739,32.5277786
15742,32.0555573
15745,31.6388912
15748,31.2222233
15751,30.833334
15755,30.5000019
15758,30.1111126
15761,29.6944447
15764,29.3055573
15767,28.9166641
15769,28.5277805
15772,27.9444427
15775,27.3611107
15778,27.1388893
15781,26.9166679
15783,26.6944447
15786,26.4444447
15789,26.1666698
15791,25.8888912
15794,25.7777786
15796,25.7222233
15799,25.75
15802,25.8611107
15804,26.083334
15807,26.2777767
15810,26.5833359
15812,26.8611126
15815,27.1666679
15818,27.5
15821,27.8611126
15824,28.2222214
15827,28.6111126
15830,29.0277767
15833,29.5277767
15836,29.8888893
15839,30.3055534
15842,30.6111145
15845,30.833334
15848,30.9722233
15851,31.166666
15854,31.2222233
15858,31.3611107
15861,31.5833359
15864,31.8055553
15867,32.1388931
15871,32.5555573
15874,33
15877,33.4166679
15881,33.8611107
15884,34.2777786
15888,34.6666679
15891,35.0555573
15895,35.4722252
15899,35.8333321
15902,36.2222252
15906,36.5555573
15910,37.1111145
15914,37.6111145
15918,37.8333359
15921,38.0277824
15925,38.25
15929,38.5000038
15933,38.8055573
15937,39.1666679
15941,39.3333359
15945,39.5277786
15949,39.6111107
15953,39.5833359
15957,39.5555611
15961,39.3888931
15965,39.0555611
15969,38.7222252
15973,38.3611145
15977,37.9166679
15981,37.5833359
15985,37.1666679
15988,36.8333359
15992,36.5555573
15996,36.2777786
15999,36.1388931
16003,35.9722252
16007,35.9166679
16010,36
16014,36.1666641
16018,36.3055573
16021.99902,36.6388931
16025,36.8611107
16028.99902,36.9999962
16033.00098,37.1388893
16037.00098,37.2777786
16040.00098,37.3055573
16044.00098,37.3333359
16048,37.4722252
16052,37.6666679
16056,37.8055573
16059.99902,38.0555534
16063,38.25
16066.99902,38.3611145
16070.99902,38.4444466
16075.00098,38.5277748
16079,38.5416679
16083,38.5555573
16087,38.5462952
16091,38.5370369
16094.99902,38.5277748
16099.00098,38.4166679
16103.00098,38.3611145
16106.00098,38.4259262
16110.00098,38.4907417
16114,38.5555573
16118,38.8888893
16122,39.1388931
16125.99902,39.25
16129.99902,39.3611107
16134.00098,39.4722252
16138,39.5833321
16142,39.8333359
16146,40.2500038
16150.99902,40.6666679
16155.00098,40.9166679
16159,41.1666679
16163,41.4444427
16167,41.7500038
16172.00098,42.0833359
16176.00098,42.4166679
16180,42.7500038
16184.99902,43
16188.99902,43.1388893
16193.00098,43.3055611
16198,43.4444466
16202,43.6111145
16207.00098,44.0277786
16211,44.5555573
16216,44.7500038
16219.99902,44.9722252
16225,45.1944427
16230,45.4444466
16233.99902,45.6666718
16239,45.9444466
16243.99902,46.0277748
16247.99902,46.0555573
16253,45.9722252
16257.99902,45.75
16261.99902,45.4444466
16267,45.0277786
16271,44.3888893
16275.99902,43.8055534
16280.00098,43.1944427
16285,42.4444466
16289,41.8888893
16292.99902,41.3611145
16297.00098,40.8611145
16301.00098,40.3888931
16305,39.9722252
16309,39.5
16313,39.0277786
16316.99902,38.5555573
16320.99902,38.0277824
16325.00098,37.4722252
16329,36.9999962
16332.00098,36.5555573
16336,36.1388931
16340,35.6666679
16343,35.2222252
16347,34.9166679
16350,34.6111107
16354,34.3611145
16357,34.2777786
16361,34.3055534
16364,34.4166679
16368,34.6111107
16371,34.8055534
16375,35
16379,35.2777786
16382,35.5
16386,35.75
16390,36
16393,36.2777786
16397,36.5555573
16401,37.1111145
16405,37.6111145
16408,37.8611107
16412,37.9722214
16416,38.0833359
16420,38.1666718
16424,38.25
16428,38.5000038
16432,38.8611145
16436,39.2222214
16440,39.4166679
16444,39.5555611
16448,39.6666679
16452,39.7777786
16456,39.8888931
16460,40
16464,40.1388893
16468,40.3333321
16472,40.5833359
16476,40.8888893
16481,41.3333359
16485,41.5555573
16489,41.7222214
16493,41.8611107
16498,42
16502,42.2222214
16506,42.4444466
16511,42.6388893
16515,42.8333321
16519,43.0555573
16524,43.2222252
16528,43.4166679
16533,43.5833359
16537,43.7777824
16542,43.9444466
16546,44.0833321
16551,44.25
16555,44.3888893
16560,44.5277786
16564,44.7222214
16569,44.7361145
16573,44.7500038
16578,44.6666679
16582,44.4722252
16587,44.25
16591,43.7777824
16596,43.1666679
16600,42.5
16604,41.7500038
16608,40.9166679
16612,40.0277786
16616,39.0000038
16620,38.0000038
16624,36.9722252
16628,35.9444466
16631,34.8888893
16635,33.7777786
16638,32.7222252
16641,31.6944447
16644,30.666666
16647,29.7500019
16650,28.8333359
16653,27.9722233
16656,27.25
16659,26.6111126
16661,25.75
16664,24.833334
16666,23.9444466
16669,23.1111126
16671,22.25
16673,21.4722233
16675,20.7222214
16677,20
16679,19.333334
16681,18.7777767
16683,18.0555553
16685,17.3055553
16686,16.5555573
16688,15.8055553
16689,15.083333
16691,14.3055563
16692,13.500001
16694,12.7222223
16695,11.9722233
16696,11.2222223
16697,10.6388893
16698,10.1388893
16699,9.666667
16700,9.3055553
16701,9.0277777
16702,8.6944447
16703,8.416667
16703,8.083333
16704,7.7777777
16705,7.7499995
16706,7.7777777
16707,7.8333335
16707,7.9444447
16708,8.166666
16709,8.5
16710,8.7777777
16711,9.1388893
16712,9.6388893
16713,10.166667
16714,10.3611107
16715,10.6111116
16716,10.8611116
16717,11.166667
16719,11.5555563
16720,12
16721,12.7777786
16722,13.666667
16724,14.2222233
16725,14.4722223
16727,14.6944447
16728,14.916667
16730,15.1111107
16732,15.8055553
16733,16.9722233
16735,18.1944447
16737,18.7222233
16739,19.2777786
16741,19.7777805
16743,20.2222233
16745,20.6388893
16747,20.8055553
16749,20.9722214
16752,21.1111107
16754,21.1944447
16756,21.333334
16758,21.8611126
16760,22.4444447
16763,22.8888893
16765,23.2222214
16767,23.6111107
16770,23.9722233
16772,24.3055553
16775,24.5555553
16777,24.7222214
16780,24.9166679
16782,25.1111126
16785,25.3055553
16788,25.7777786
16790,26.2777767
16793,26.5000019
16796,26.7222233
16798,26.9722214
16801,27.4166679
16804,28.0555553
16807,28.7222233
16810,29.0555573
16813,29.3888893
16816,29.6111088
16819,29.7777805
16822,29.9444447
16825,30.1111126
16828,30.2500019
16831,30.6944466
16835,31.1388874
16838,31.333334
16841,31.5555553
16844,31.7777786
16847,32.2222252
16851,32.8055573
16854,33.25
16858,33.2222214
16861,33.1944466
16864,33.0555573
16868,32.75
16871,32.3055573
16874,31.8611126
16877,31.2777786
16880,30.6944466
16883,30.083334
16886,29.4444447
16889,28.8055553
16892,28.1388893
16895,27.6666679
16898,27.333334
16901,27.0277786
16903,26.6944447
16906,26.3888893
16909,25.5555573
16911,24.583334
16914,24.1666679
16916,23.75
16918,23.3055553
16921,22.4722233
16923,21.3888893
16925,20.5
16927,20.2777786
16929,20.0555573
16931,19.833334
16933,19.6111107
16935,19.3888893
16937,19.0277767
16939,18.6944447
16941,18.4444447
16943,18.2777786
16944,18.1944447
16946,18.166666
16948,18.2777786
16950,18.3888912
16952,18.4722233
16954,18.583334
16956,18.6388893
16958,18.6944447
16959,18.75
16961,18.833334
16963,18.8888893
16965,18.9722233
16967,19.0000019
16969,19.0555553
16971,19.1388893
16973,19.2500019
16975,19.3888893
16977,19.6388893
16979,19.8611126
16981,20.1388893
16983,20.4722233
16985,20.9722214
16987,21.2777786
16990,21.5
16992,21.75
16994,22.0000019
16996,22.3611107
16999,22.7222233
17001,23.0555553
17003,23.3611107
17006,23.6388893
17008,23.8055573
17011,23.916666
17013,23.9722233
17016,24.0277786
17018,24.0555553
17020,24.041666
17023,24.0277786
17025,24
17028,23.9722233
17030,23.9444466
17033,23.9722233
17035,24
17038,24.083334
17040,24.2500019
17042,24.4444447
17045,24.7222214
17048,25.0555573
17050,25.3888912
17053,25.7222233
17055,26.083334
17058,26.3888893
17061,26.6944447
17064,26.9722214
17066,27.2777786
17069,27.5555573
17072,27.8611126
17075,28.2222214
17078,28.5
17081,28.6944447
17084,28.8888893
17087,28.8611126
17089,28.7222233
17092,28.5
17095,28.1666679
17098,27.6666679
17101,27.2222233
17103,26.666666
17106,26.1388893
17109,25.5833321
17111,25.0277786
17114,24.4722214
17116,23.8888893
17119,23.333334
17121,22.7777767
17123,22.1944447
17125,21.6388893
17128,21.083334
17130,20.5
17132,19.833334
17134,19.1111107
17135,18.4999981
17137,17.8055553
17139,17.1944447
17141,16.6944447
17142,16.2777786
17144,15.8888893
17146,15.6388893
17147,15.3888893
17149,15.1111107
17150,14.8611107
17152,14.583334
17153,14.3055563
17155,14.0555563
17156,13.8611116
17157,13.7222223
17159,13.6944447
17160,13.833334
17162,14.000001
17163,14.166667
17164,14.333334
17166,14.5555563
17167,14.7777786
17169,15.000001
17171,15.2222233
17172,15.499999
17174,15.8055553
17175,16.5555573
17177,17.1666679
17179,17.4444447
17181,17.75
17183,18.2222233
17184,18.6944447
17186,19.5000019
17189,20.3611126
17191,20.6388893
17193,20.833334
17195,20.8888912
17197,21.4444466
17199,22.2777786
17202,23.5555573
17204,24.0555553
17207,24.6388893
17209,25
17212,25.2222233
17214,25.4444447
17217,25.6388912
17220,25.8055573
17222,26.0277786
17225,26.2777767
17228,26.5277786
17230,26.4444447
17233,26.083334
17236,25.6388912
17238,25.3055553
17241,24.8888874
17243,24.583334
17246,24.2222233
17248,23.916666
17250,23.6388893
17253,23.4166679
17255,23.1944447
17258,23.083334
17260,22.9444447
17262,22.7500019
17265,22.5833359
17267,22.3888893
17269,22.1944447
17271,22.0277786
17274,21.8611126
17276,21.7222233
17278,21.583334
17280,21.4722233
17282,21.416666
17284,21.3888893
17287,21.4166679
17289,21.4444466
17291,21.5277786
17293,21.666666
17295,21.8333321
17298,22.0277786
17300,22.3055573
17302,22.5555573
17305,22.8611107
17307,23.2222214
17309,23.6111107
17312,23.9444466
17314,24.333334
17317,24.6944447
17319,25
17322,25.25
17324,25.5555573
17327,25.8055573
17330,26.0555573
17332,26.3333359
17335,26.6111126
17338,26.8611126
17341,27.1111107
17343,27.333334
17346,27.5555573
17349,27.7222233
17352,27.9166679
17355,28.1111126
17358,28.2222214
17360,28.333334
17363,28.4166679
17366,28.5
17369,28.583334
17372,28.75
17375,28.9444447
17378,29.1944447
17381,29.6388893
17384,29.8611107
17387,30.0000019
17390,30.1388893
17393,30.2777786
17396,30.4722214
17399,30.666666
17403,30.9444466
17406,31.1944466
17409,31.3055592
17412,31.4444466
17415,31.5555553
17419,31.6944447
17422,31.9166679
17425,32.1388931
17428,32.3611107
17432,32.6111107
17435,32.9722252
17439,33.4722214
17442,34
17445,34.2500038
17449,34.5555534
17453,34.8055534
17456,35.0277786
17460,35.25
17463,35.4722252
17467,35.6944427
17471,35.9166679
17474,36.1111107
17478,36.3055573
17482,36.4722252
17485,36.6666641
17489,36.8611107
17493,37.0277786
17497,37.1944504
17500,37.3611107
17504,37.5277824
17508,37.6944427
17512,37.8888893
17516,38.0555534
17520,38.25
17524,38.4444466
17528,38.5833359
17531,38.6666679
17535,38.75
17539,38.8333359
17543,38.9166679
17547,39.1388931
17551,39.4166679
17555,39.6666679
17559,39.7777786
17563,39.8888931
17568,39.9444466
17572,39.9722252
17576,40
17580,39.9907417
17584,39.9814835
17588,39.9722252
17592,39.9166641
17596,39.8333359
17600,39.6388893
17604,39.3888931
17608,39.0833321
17612,38.6944466
17616,38.1111107
17620,37.7777786
17623,37.3888893
17627,37.0833321
17631,36.8333359
17635,36.6666641
17638,36.4722252
17642,36.3611107
17646,36.1666641
17649,35.8611107
17653,35.4166679
17657,35.3055573
17660,35.1944466
17664,35.0555573
17667,34.8888893
17671,34.75
17674,34.3055534
17678,34.0277786
17681,33.8888893
17685,33.75
17688,33.6388893
17692,33.4444466
17695,33.1388893
17698,32.8888893
17702,32.6666641
17705,32.3888893
17708,32.2777786
17711,32.25
17715,32.2638931
17718,32.2777786
17721,32.3055573
17725,32.4166679
17728,32.5277786
17731,32.7222252
17735,33.1388893
17738,33.5277786
17741,33.8055573
17745,34.0555534
17748,34.3333359
17752,34.6388893
17755,35
17759,35.1388893
17763,35.2777786
17766,35.4166679
17770,35.5555573
17773,35.7222252
17777,35.9722252
17781,36.1388931
17785,36.4444466
17788,36.7222214
17792,36.8611107
17796,37.0277786
17800,37.1666679
17803,37.3611107
17807,37.6111145
17811,37.8611107
17815,38.2777786
17819,38.4722214
17823,38.6111107
17827,38.75
17831,38.8611145
17835,39.0555611
17839,39.25
17843,39.4166679
17847,39.6111107
17851,39.7777786
17855,39.9722252
17859,40.1388893
17863,40.3611145
17867,40.6111107
17871,40.6944466
17875,40.7777786
17880,40.8611145
17884,40.9722214
17888,41.1388893
17892,41.3055534
17896,41.6388893
17901,42
17905,42.2222214
17909,42.3055573
17914,42.3888893
17918,42.4722252
17922,42.5277786
17927,42.6388893
17931,42.7777786
17935,42.9166679
17940,43.0555573
17944,43.1666679
17948,43.2777786
17953,43.4444466
17957,43.5833359
17962,43.7222252
17966,43.8611145
17971,44.0555573
17975,44.25
17980,44.4166679
17984,44.5555573
17989,44.7222214
17993,44.8611107
17998,45
18002,45.1666718
18007,45.2777786
18012,45.4166679
18016,45.5277824
18021,45.6666718
18026,45.8333359
18030,45.8055573
18035,45.7777786
18040,45.75
18044,45.5555534
18049,45.3055573
18053,44.8611107
18058,44.2777824
18062,43.6666641
18067,42.9722214
18071,42.1666679
18075,41.4444427
18079,40.6388893
18083,39.8333359
18087,39.0555611
18091,38.2777786
18095,37.8611107
18099,37.4722252
18103,37.0555573
18106,36.6388931
18110,36.2222252
18114,35.4166679
18117,34.5555534
18121,33.3888893
18124,32.2777786
18127,31.8611126
18130,31.4722233
18134,31.083334
18137,30.3611145
18140,29.4444447
18143,28.75
18145,28.5555553
18148,28.5
18151,28.4722214
18154,28.4444466
18157,28.4166679
18160,28.4444466
18163,28.5
18166,28.4861126
18169,28.4722214
18172,28.4444466
18174,28.4722214
18177,28.5
18180,28.5555553
18183,28.6666679
18186,28.8611126
18189,29
18192,29.1666679
18195,29.3611126
18198,29.5277767
18201,29.6944447
18204,29.833334
18207,30.0555573
18210,30.1944466
18213,30.2222214
18216,30.2500019
18219,30.1388893
18222,29.9444447
18225,29.6944447
18228,29.4166679
18231,29.0277767
18234,28.75
18237,28.3888893
18240,28.0555553
18243,27.8055553
18246,27.583334
18249,27.3888893
18251,27.2222233
18254,27.1111107
18257,27.1388893
18260,27.1666679
18262,27.2222233
18265,27.3888893
18268,27.5555573
18271,27.6388893
18274,27.8055553
18276,27.9444427
18279,28
18282,28.0555553
18285,28.3055553
18288,28.583334
18291,28.9166641
18294,29.3333321
18297,29.7500019
18300,30.1111126
18303,30.5000019
18306,30.833334
18309,31.166666
18313,31.4722233
18316,31.75
18319,32.0277786
18322,32.3055573
18326,32.5833359
18329,32.8611145
18332,33.1388893
18336,33.4166679
18339,33.6944466
18343,33.9722214
18346,34.2222214
18350,34.4722214
18353,34.7222214
18357,34.9722214
18360,35.25
18364,35.5
18368,35.75
18371,36.0277748
18375,36.2777786
18379,36.5555573
18382,36.8333359
18386,37.0833321
18390,37.3333359
18394,37.5833359
18398,37.8055573
18401,38.0555534
18405,38.2777786
18409,38.4722214
18413,38.7222252
18417,38.9722252
18421,39.2222214
18425,39.4722252
18429,39.7222252
18433,39.9444466
18437,40.1388893
18441,40.3055573
18446,40.5
18450,40.6388893
18454,40.8055573
18458,41
18462,41.1944466
18466,41.3888893
18471,41.5833359
18475,41.7500038
18479,41.8888893
18483,42.0277786
18488,42.1666679
18492,42.3055573
18496,42.4444466
18501,42.5833359
18505,42.7222252
18509,42.8611107
18514,43
18518,43.1111107
18523,43.1944427
18527,43.2777786
18531,43.3888893
18536,43.5
18540,43.5555573
18545,43.6111145
18549,43.5833359
18553,43.5
18558,43.3333321
18562,43.1111107
18567,42.6944427
18571,42.3333359
18575,42.0277786
18579,41.6666679
18584,41.3333359
18588,40.9722214
18592,40.6111107
18596,40.2777786
18600,39.9722252
18604,39.5833321
18608,39.1666679
18612,38.7222252
18616,38.1944427
18620,37.6111145
18624,37.0833321
